Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,21.5767044611,6.16088018661,0.0,0.0,5.48122459637,1.0115996781,138.407928713,138.407928713
 01/01  02:00:00,20.8020063784,5.38618210397,0.0,0.0,5.48122459637,1.0115996781,133.340460078,133.340460078
 01/01  03:00:00,22.6527402914,7.23691601693,0.0,0.0,5.48122459637,1.0115996781,170.349354788,170.349354788
 01/01  04:00:00,21.1210626224,5.70523834789,0.0,0.0,5.48122459637,1.0115996781,148.628684525,148.628684525
 01/01  05:00:00,22.9569652255,7.54114095107,0.0,0.0,5.48122459637,1.0115996781,184.002041597,184.002041597
 01/01  06:00:00,21.3166279856,5.90080371114,0.0,0.0,5.48122459637,1.0115996781,158.511365321,158.511365321
 01/01  07:00:00,23.1420347531,7.72621047866,0.0,0.0,5.48122459637,1.0115996781,192.517919387,192.517919387
 01/01  08:00:00,15.4503583237,5.98320071593,0.0,0.0,5.48122459637,1.0115996781,163.845937681,163.845937681
 01/01  09:00:00,13.7539935985,7.26116932402,0.0,0.0,5.48122459637,1.0115996781,176.616152641,176.616152641
 01/01  10:00:00,11.4141007396,4.92127646513,0.0,0.0,5.48122459637,1.0115996781,119.258439369,119.258439369
 01/01  11:00:00,12.0000726829,5.50724840842,0.0,0.0,5.48122459637,1.0115996781,108.63492229,108.63492229
 01/01  12:00:00,9.93383312714,3.44100885268,0.0,0.0,5.48122459637,1.0115996781,57.4442018868,57.4442018868
 01/01  13:00:00,10.0155028726,3.52267859813,0.0,0.0,5.48122459637,1.0115996781,57.6960345551,57.6960345551
 01/01  14:00:00,8.75977741978,2.26695314532,0.0,0.0,5.48122459637,1.0115996781,36.8910890941,36.8910890941
 01/01  15:00:00,9.26306412597,2.77023985151,0.0,0.0,5.48122459637,1.0115996781,45.140305624,45.140305624
 01/01  16:00:00,8.63577658526,2.1429523108,0.0,0.0,5.48122459637,1.0115996781,34.9490742059,34.9490742059
 01/01  17:00:00,12.9578251764,3.49066756856,0.0,0.0,5.48122459637,1.0115996781,57.4159044862,57.4159044862
 01/01  18:00:00,18.7413282594,3.32550398496,0.0,0.0,5.48122459637,1.0115996781,54.8201206252,54.8201206252
 01/01  19:00:00,20.7239476024,5.30812332794,0.0,0.0,5.48122459637,1.0115996781,88.5440906426,88.5440906426
 01/01  20:00:00,19.9007575562,4.48493328177,0.0,0.0,5.48122459637,1.0115996781,87.5748785534,87.5748785534
 01/01  21:00:00,21.6135286519,6.19770437742,0.0,0.0,5.48122459637,1.0115996781,124.657533385,124.657533385
 01/01  22:00:00,20.2504731904,4.83464891598,0.0,0.0,5.48122459637,1.0115996781,105.702525805,105.702525805
 01/01  23:00:00,21.8244761398,6.40865186533,0.0,0.0,5.48122459637,1.0115996781,135.724052233,135.724052233
 01/01  24:00:00,20.3574389965,4.94161472208,0.0,0.0,5.48122459637,1.0115996781,111.446260675,111.446260675
 01/02  01:00:00,21.8319807475,6.41615647308,0.0,0.0,5.48122459637,1.0115996781,136.471122103,136.471122103
 01/02  02:00:00,20.3217813285,4.90595705408,0.0,0.0,5.48122459637,1.0115996781,110.416345228,110.416345228
 01/02  03:00:00,21.7533534823,6.33752920788,0.0,0.0,5.48122459637,1.0115996781,133.826559135,133.826559135
 01/02  04:00:00,20.2295946523,4.81377037786,0.0,0.0,5.48122459637,1.0115996781,106.677658216,106.677658216
 01/02  05:00:00,21.5985294644,6.18270518993,0.0,0.0,5.48122459637,1.0115996781,128.255195715,128.255195715
 01/02  06:00:00,20.0738073099,4.65798303539,0.0,0.0,5.48122459637,1.0115996781,100.148709469,100.148709469
 01/02  07:00:00,26.8623029937,11.4464787192,0.0,0.0,5.48122459637,1.0115996781,147.025805181,147.025805181
 01/02  08:00:00,41.4037088285,11.4464787192,0.0,0.0,21.9248983855,5.05799839049,119.287289442,119.287289442
 01/02  09:00:00,57.8625624241,11.4011928247,0.0,0.0,38.3685721746,8.09279742479,91.8376423262,91.8376423262
 01/02  10:00:00,69.6473848677,11.2119663975,0.0,0.0,49.3310213673,9.10439710289,60.7080858563,60.7080858563
 01/02  11:00:00,69.6845879129,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,39.6139427838,39.6139427838
 01/02  12:00:00,69.6845879129,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,32.4257507956,32.4257507956
 01/02  13:00:00,63.1917636384,11.2491694427,0.0,0.0,43.8497967709,8.09279742479,30.692298161,30.692298161
 01/02  14:00:00,69.6845879129,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,26.0122116452,26.0122116452
 01/02  15:00:00,69.6845879129,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,25.3591244782,25.3591244782
 01/02  16:00:00,69.6845879129,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,26.9029234706,26.9029234706
 01/02  17:00:00,72.6589212462,11.2491694427,0.0,0.0,49.3310213673,9.10439710289,31.9870018369,31.9870018369
 01/02  18:00:00,31.7537520189,2.34067951744,0.0,0.0,16.4436737891,4.04639871239,37.5148004028,37.5148004028
 01/02  19:00:00,17.8982543585,2.48243008405,0.0,0.0,5.48122459637,1.0115996781,40.3848912313,40.3848912313
