Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,17.448081461,2.03225718656,0.0,0.0,5.48122459637,1.0115996781,66.8395411855,66.8395411855
 01/01  02:00:00,16.9978293859,1.58200511146,0.0,0.0,5.48122459637,1.0115996781,51.722940748,51.722940748
 01/01  03:00:00,17.5705681499,2.15474387544,0.0,0.0,5.48122459637,1.0115996781,70.8247549554,70.8247549554
 01/01  04:00:00,17.0667296016,1.65090532718,0.0,0.0,5.48122459637,1.0115996781,54.0038308797,54.0038308797
 01/01  05:00:00,17.6522423803,2.2364181058,0.0,0.0,5.48122459637,1.0115996781,73.5937069244,73.5937069244
 01/01  06:00:00,17.0705385784,1.65471430395,0.0,0.0,5.48122459637,1.0115996781,54.1276420746,54.1276420746
 01/01  07:00:00,17.6563269998,2.24050272535,0.0,0.0,5.48122459637,1.0115996781,73.6980254089,73.6980254089
 01/01  08:00:00,15.6539631739,1.7253055661,0.0,0.0,5.48122459637,1.0115996781,56.4876578035,56.4876578035
 01/01  09:00:00,8.76598447423,2.27316019977,0.0,0.0,5.48122459637,1.0115996781,74.9299558414,74.9299558414
 01/01  10:00:00,8.06135894988,1.56853467542,0.0,0.0,5.48122459637,1.0115996781,51.5287450119,51.5287450119
 01/01  11:00:00,8.31031154359,1.81748726913,0.0,0.0,5.48122459637,1.0115996781,60.0492409163,60.0492409163
 01/01  12:00:00,7.6534560519,1.16063177743,0.0,0.0,5.48122459637,1.0115996781,38.2558339239,38.2558339239
 01/01  13:00:00,7.8659219421,1.37309766763,0.0,0.0,5.48122459637,1.0115996781,45.3722393028,45.3722393028
 01/01  14:00:00,7.47522350163,0.982399227165,0.0,0.0,5.48122459637,1.0115996781,32.2441227481,32.2441227481
 01/01  15:00:00,7.8020938469,1.30926957244,0.0,0.0,5.48122459637,1.0115996781,43.1974793956,43.1974793956
 01/01  16:00:00,7.49725978532,1.00443551086,0.0,0.0,5.48122459637,1.0115996781,33.0714642985,33.0714642985
 01/01  17:00:00,14.0256733867,1.58418244552,0.0,0.0,5.48122459637,1.0115996781,52.1403701172,52.1403701172
 01/01  18:00:00,16.7482987232,1.33247444872,0.0,0.0,5.48122459637,1.0115996781,43.5996744912,43.5996744912
 01/01  19:00:00,17.2574180107,1.84159373621,0.0,0.0,5.48122459637,1.0115996781,60.455566558,60.455566558
 01/01  20:00:00,16.8115800775,1.395755803,0.0,0.0,5.48122459637,1.0115996781,45.6135845677,45.6135845677
 01/01  21:00:00,17.2990729939,1.88324871947,0.0,0.0,5.48122459637,1.0115996781,61.7832939445,61.7832939445
 01/01  22:00:00,16.8333096259,1.41748535139,0.0,0.0,5.48122459637,1.0115996781,46.2907703373,46.2907703373
 01/01  23:00:00,17.356592445,1.94076817049,0.0,0.0,5.48122459637,1.0115996781,63.6491162419,63.6491162419
 01/01  24:00:00,16.9101108679,1.49428659347,0.0,0.0,5.48122459637,1.0115996781,48.8069836725,48.8069836725
 01/02  01:00:00,17.4708560943,2.05503181988,0.0,0.0,5.48122459637,1.0115996781,67.4444661583,67.4444661583
 01/02  02:00:00,17.0033275667,1.58750329221,0.0,0.0,5.48122459637,1.0115996781,51.8809036135,51.8809036135
 01/02  03:00:00,17.5393540175,2.12352974304,0.0,0.0,5.48122459637,1.0115996781,69.7385361324,69.7385361324
 01/02  04:00:00,16.9869242685,1.57109999408,0.0,0.0,5.48122459637,1.0115996781,51.3075399591,51.3075399591
 01/02  05:00:00,17.5035325157,2.08770824127,0.0,0.0,5.48122459637,1.0115996781,68.4881704196,68.4881704196
 01/02  06:00:00,16.9804407057,1.5646164312,0.0,0.0,5.48122459637,1.0115996781,51.0746541159,51.0746541159
 01/02  07:00:00,19.7424812418,4.32665696734,0.0,0.0,5.48122459637,1.0115996781,94.5365495704,94.5365495704
 01/02  08:00:00,38.7453870766,4.32665696734,0.0,0.0,21.9248983855,5.05799839049,78.5537706404,78.5537706404
 01/02  09:00:00,50.7880265667,4.32665696734,0.0,0.0,38.3685721746,8.09279742479,67.050239896,67.050239896
 01/02  10:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,55.1481856875,55.1481856875
 01/02  11:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,47.3928939642,47.3928939642
 01/02  12:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,42.3171991409,42.3171991409
 01/02  13:00:00,56.2692511631,4.32665696734,0.0,0.0,43.8497967709,8.09279742479,39.170438881,39.170438881
 01/02  14:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,32.7242203492,32.7242203492
 01/02  15:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,32.9197048835,32.9197048835
 01/02  16:00:00,62.7620754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,36.2333191552,36.2333191552
 01/02  17:00:00,67.2235754375,4.32665696734,0.0,0.0,49.3310213673,9.10439710289,41.1882830567,41.1882830567
 01/02  18:00:00,30.4720039828,1.05893148133,0.0,0.0,16.4436737891,4.04639871239,35.8032742585,35.8032742585
 01/02  19:00:00,16.5749264134,1.15910213892,0.0,0.0,5.48122459637,1.0115996781,38.2962896035,38.2962896035
